tipo_credito,fecha_prestamo,capital_prestado,plazo_meses,edad_cliente,tipo_laboral,salario_cliente,total_otros_prestamos,cuota_pactada,puntaje,puntaje_datacredito,cant_creditosvigentes,huella_consulta,saldo_mora,saldo_total,saldo_principal,saldo_mora_codeudor,creditos_sectorFinanciero,creditos_sectorCooperativo,creditos_sectorReal,promedio_ingresos_datacredito,tendencia_ingresos,Pago_atiempo
9,45841.560717592591,738384,9,39,Independiente,5000000,2500000,69223,95.227787000000006,782.0,2,7,0.0,1234.0,1234.0,0.0,0,0,1,,,1
4,45872.440104166664,1872000,12,39,Independiente,30285,663000,151265,95.227787000000006,803.0,4,3,0.0,16138.0,16138.0,0.0,3,0,0,30285,Estable,1
4,45642.60837962963,4086720,12,39,Independiente,4500000,2000000,320671,95.227787000000006,829.0,7,2,0.0,11966.0,11966.0,0.0,4,0,0,1251237,Creciente,1
9,45752.420046296298,3057044.4,9,38,Independiente,3500000,2000000,289019,95.227787000000006,810.0,5,3,0.0,28615.0,28615.0,0.0,4,0,0,4963885,Decreciente,1
4,45751.716435185182,1827600,12,38,Independiente,2300000,1600000,143822,95.227787000000006,866.0,2,5,0.0,14348.0,14348.0,0.0,2,0,0,2000000,Decreciente,1
9,45794.422638888886,821208,5,38,Independiente,5000000,2000000,133380,95.227787000000006,780.0,13,4,0.0,10307.0,10307.0,0.0,4,0,3,946640,Creciente,1
4,45641.441388888888,2112000,10,37,Independiente,5000000,1500000,194911,91.99794,762.0,4,4,0.0,3502.0,3502.0,0.0,2,0,1,905733,Creciente,1
4,45914.658414351848,3005664,12,37,Independiente,4320000,4931000,241256,95.227787000000006,775.0,8,5,0.0,9447.0,9447.0,0.0,2,1,5,,,1
4,45626.463136574072,713880,6,38,Empleado,4000000,1000000,105958,95.227787000000006,760.0,10,10,0.0,194772.0,194772.0,0.0,5,0,2,3845731,Creciente,1
4,45758.479305555556,1200000,24,37,Independiente,2500000,1200000,52751,95.227787000000006,780.0,4,5,0.0,15916.0,15916.0,0.0,2,0,0,1468554,Decreciente,1
4,45789.53733796296,3383881.1999999997,24,37,Empleado,3000000,1500000,148754,95.227787000000006,774.0,6,3,0.0,11655.0,11655.0,0.0,2,1,0,3085753,Creciente,1
4,45774.341365740744,3295921.1999999997,24,37,Empleado,3500000,1500000,146070,95.227787000000006,843.0,6,2,0.0,26454.0,26454.0,0.0,3,0,1,204470,Decreciente,1
4,45794.292546296296,3600000,6,37,Empleado,7000000,500000,535184,95.227787000000006,844.0,2,6,0.0,0.0,0.0,0.0,1,0,0,4140760,Decreciente,1
9,45716.76630787037,918705.6,8,54,Empleado,1500000,500000,95736,95.227787000000006,835.0,4,3,0.0,45854.0,45854.0,0.0,1,1,1,1457323,Creciente,1
4,45865.435798611114,450360,6,57,Independiente,1500000,100000,67001,95.227787000000006,760.0,2,4,0.0,310.0,310.0,0.0,0,0,0,,,1
4,45745.429826388892,1160412,6,46,Independiente,12000000,2500000,172470,85.897119000000004,705.0,12,11,0.0,46323.0,46323.0,0.0,7,0,1,1714670,Creciente,1
4,45772.455277777779,3086520,18,62,Independiente,4000000,1200000,170811,95.227787000000006,743.0,5,3,0.0,11249.0,11249.0,0.0,2,0,1,1502344,Creciente,1
4,45798.459826388891,2721649.1999999997,6,62,Independiente,3000000,100000,404631,90.562453000000005,831.0,6,1,0.0,28646.0,28646.0,0.0,3,0,2,,,1
9,45796.562800925924,1604400,2,59,Empleado,5000000,2000000,633067,95.227787000000006,781.0,6,4,0.0,94488.0,94488.0,0.0,3,0,2,954263,Creciente,1
9,45807.717326388891,1185660,4,48,Independiente,5000000,2000000,238437,95.227787000000006,720.0,19,4,0.0,133879.0,133879.0,0.0,15,0,2,946640,Creciente,1
4,45652.647777777776,2749080,12,40,Empleado,7000000,2500000,215711,95.227787000000006,814.0,7,6,0.0,16333.0,16333.0,0.0,4,0,0,4701333,Creciente,1
4,45862.666087962964,480000,6,40,Independiente,1000000,123000,71887,90.562453000000005,758.0,1,2,0.0,358.0,358.0,0.0,1,0,0,969638,Creciente,1
4,46007.630972222221,1001878.7999999999,6,40,Independiente,2280000,0,153010,95.227787000000006,757.0,3,1,0.0,137.0,137.0,0.0,0,0,2,132083,Creciente,1
4,45716.687789351854,2528100,36,38,Empleado,1650000,600000,81727,95.227787000000006,714.0,7,4,0.0,8165.0,8165.0,0.0,3,0,2,1173694,Creciente,1
4,46046.733703703707,1285543.2,6,51,Empleado,8723000,7485000,196971,95.227787000000006,790.0,12,5,0.0,83224.0,83224.0,0.0,7,0,2,1013333,Creciente,1
4,45864.584421296298,3334440,8,44,Empleado,3080000,1221000,382553,95.227787000000006,773.0,8,2,0.0,81841.0,81841.0,0.0,5,0,0,,,1
4,45629.551458333335,3017881.1999999997,12,42,Empleado,6200000,2000000,236803,95.227787000000006,718.0,7,8,0.0,10588.0,10588.0,0.0,3,0,0,6257775,Creciente,1
9,46053.727268518516,7500008.3999999994,10,39,Independiente,10463000,3352000,668241,47.613894000000002,762.0,7,7,0.0,191832.0,191832.0,0.0,4,0,0,,,0
9,45962.62704861111,2005837.2,10,40,Empleado,4060000,1285000,175981,95.227787000000006,783.0,6,1,0.0,48111.0,48111.0,0.0,1,0,2,6007560,Creciente,1
4,45669.657488425924,2545081.1999999997,12,59,Independiente,6000000,3000000,176742,95.227787000000006,880.0,8,3,0.0,51273.0,51273.0,0.0,5,0,0,908526,Estable,1
4,45661.521018518521,1109880,12,43,Empleado,4000000,1000000,77075,95.227787000000006,859.0,3,5,0.0,24331.0,24331.0,0.0,2,0,0,4685478,Creciente,1
4,45838.478113425925,1065600,6,45,Empleado,1370000,250000,160193,90.562453000000005,777.0,5,6,0.0,139167.0,139167.0,0.0,4,1,0,,,1
4,45697.460833333331,1946280,12,47,Empleado,1600000,500000,152908,95.227787000000006,834.0,4,2,0.0,9607.0,9607.0,0.0,2,0,2,923771,Creciente,1
9,45679.49863425926,4884346.8,10,46,Empleado,3155411,1254444,414268,88.229786000000004,893,14,0,0,184489,184489,,4,0,4,,,1
4,45738.703981481478,3942000,36,45,Empleado,6000000,1000000,128260,95.227787000000006,851.0,7,3,0.0,84694.0,84694.0,0.0,4,0,0,,,1
4,45668.621249999997,1348800,6,61,Independiente,3800000,850000,200189,95.227787000000006,842.0,6,3,0.0,73184.0,73184.0,0.0,6,0,0,,,1
4,45775.492754629631,360000,6,38,Independiente,1500000,600000,53652,95.227787000000006,809.0,2,2,0.0,35251.0,35251.0,0.0,1,0,0,30285,Creciente,1
4,45927.422476851854,6960000,8,38,Independiente,9875000,13224000,807187,95.227787000000006,798.0,12,2,0.0,139686.0,139686.0,0.0,6,0,5,975052,Creciente,1
4,45711.391018518516,1729200,12,43,Empleado,1750000,750000,135853,74.296246999999994,720.0,5,9,0.0,25887.0,25887.0,0.0,2,0,3,4729516,Creciente,1
4,45676.579618055555,1940278.7999999998,12,37,Empleado,5720000,3000000,134742,95.227787000000006,756.0,10,12,0.0,33921.0,33921.0,0.0,5,0,1,5133333,Creciente,1
4,45802.510671296295,3317760,6,63,Empleado,2600000,500000,494421,95.227787000000006,888.0,5,0,0.0,98.0,98.0,0.0,2,0,0,949069,Decreciente,1
4,45862.514537037037,7892784,6,38,Independiente,908526,565000,1182159,58.597591000000001,746.0,2,8,0.0,14832.0,14832.0,0.0,2,0,0,950105,Creciente,0
4,45698.665486111109,1440000,6,58,Empleado,1200000,300000,213725,95.227787000000006,860.0,5,1,0.0,257.0,257.0,0.0,2,0,1,916841,Creciente,1
4,45783.712222222224,2778360,6,53,Independiente,18000000,2000000,413037,95.227787000000006,869.0,1,1,0.0,0.0,0.0,0.0,0,0,0,908526,Estable,1
4,45855.698206018518,1468800,6,49,Independiente,2000000,1000000,219993,95.227787000000006,786.0,2,3,0.0,14466.0,14466.0,0.0,0,0,2,788662,Decreciente,1
4,45660.518773148149,4464784.8,6,61,Independiente,15000000,7500000,661545,95.227787000000006,855.0,5,3,0.0,177739.0,177739.0,0.0,3,0,2,1750000,Estable,1
4,45901.616053240738,8640000,24,58,Independiente,3470000,1374000,400341,95.227787000000006,784.0,5,7,0.0,30997.0,30997.0,0.0,3,0,0,7107518,Creciente,1
4,45753.687511574077,1080000,6,57,Empleado,4200000,900000,160555,95.227787000000006,775.0,11,9,0.0,22284.0,22284.0,0.0,5,0,1,,,1
4,45909.726550925923,1416000,6,56,Independiente,2200000,0,213871,89.229500000000002,813.0,0,15,0.0,0.0,,,0,0,0,4331849,Creciente,1
4,45663.526724537034,3712893.6,6,54,Independiente,8000000,3000000,551069,89.979286999999999,904.0,4,4,0.0,0.0,0.0,0.0,2,0,1,,,1
4,46045.527581018519,2040000,6,54,Empleado,2099000,926000,312761,95.227787000000006,801.0,4,5,0.0,11978.0,11978.0,0.0,2,0,1,1013333,Creciente,1
4,45802.33520833333,1200000,6,53,Independiente,4200000,0,179717,95.227787000000006,843.0,6,4,0.0,169633.0,75423.0,0.0,3,0,2,1433333,Creciente,1
4,45730.563784722224,1799881.2,6,53,Empleado,3000000,1200000,267514,95.227787000000006,876.0,7,2,0.0,74242.0,74242.0,0.0,6,0,0,2011251,Creciente,1
4,45657.711238425924,1946160,12,54,Empleado,3000000,950000,135150,95.227787000000006,871,6,1,0,10702,10702,,1,0,2,,,1
9,45715.578692129631,2998800,5,52,Independiente,36000000,30000000,486354,95.227787000000006,860.0,15,8,0.0,520976.0,511864.0,0.0,11,3,1,15588182,Creciente,1
4,45768.383217592593,1428000,6,49,Empleado,3000000,950000,212290,95.227787000000006,777.0,5,7,0.0,932.0,932.0,0.0,1,0,0,469405,Estable,1
9,45778.670543981483,878880,8,48,Independiente,5000000,2000000,91704,95.227787000000006,742.0,7,4,0.0,15539.0,15539.0,0.0,4,0,1,939017,Creciente,1
4,45733.349687499998,1747200,12,47,Empleado,1850000,500000,137438,95.227787000000006,721.0,11,17,0.0,49398.0,40511.0,0.0,3,1,6,1739202,Decreciente,1
4,45679.572152777779,1223880,12,48,Empleado,4000000,400000,84992,95.227787000000006,821.0,6,10,0.0,45651.0,45651.0,0.0,4,0,0,1055700,Creciente,1
4,45746.752418981479,3048000,6,47,Independiente,8000000,1000000,453123,95.227787000000006,776.0,27,9,0.0,747586.0,747586.0,0.0,24,0,0,1600000,Estable,1
4,45814.741678240738,1121760,6,46,Independiente,3900000,1000000,167440,95.227787000000006,730.0,5,5,0.0,8345.0,8345.0,0.0,2,0,1,,,1
4,45675.416967592595,1428000,10,46,Independiente,3000000,900000,131627,95.227787000000006,790.0,2,1,0.0,0.0,0.0,0.0,0,0,0,991859,Creciente,1
4,45817.618217592593,1224000,6,46,Empleado,8000000,2000000,182701,95.227787000000006,817.0,7,8,0.0,143659.0,143659.0,0.0,4,0,0,3137968,Decreciente,1
4,45847.654999999999,1095360,6,46,Empleado,4000000,1000000,164045,95.227787000000006,838.0,4,6,0.0,8593.0,8593.0,0.0,2,0,1,,,1
4,45730.769745370373,3144000,8,45,Independiente,7000000,1000000,357217,95.227787000000006,773.0,5,5,0.0,8932.0,8932.0,0.0,3,0,0,2087486,Creciente,1
4,45821.613391203704,1814400,6,47,Empleado,2500000,800000,272745,95.227787000000006,767.0,7,1,0.0,75556.0,75556.0,0.0,5,0,0,996306,Creciente,1
4,45710.584421296298,3120000,6,44,Empleado,3500000,800000,463384,95.227787000000006,875.0,2,3,0.0,2405.0,2405.0,0.0,1,0,0,1890869,Creciente,1
4,45899.373437499999,1797600,6,44,Independiente,4530000,3097000,270572,95.227787000000006,749.0,8,3,0.0,49728.0,40234.0,0.0,6,0,1,1408333,Creciente,1
4,45846.486296296294,1653600,6,45,Independiente,4500000,900000,247649,95.227787000000006,800.0,0,6,0.0,0.0,,,0,0,0,877778,Creciente,1
4,45664.752604166664,636000,6,43,Empleado,3000000,1500000,94226,95.227787000000006,726.0,2,1,0.0,58.0,58.0,0.0,0,0,0,1000000,Estable,1
4,45814.754884259259,2778360,12,43,Empleado,3000000,1000000,218822,95.227787000000006,716.0,10,6,0.0,141254.0,141254.0,0.0,4,1,5,1800000,Estable,1
4,45772.486921296295,1584000,6,44,Independiente,5000000,1400000,235481,95.227787000000006,834.0,3,4,0.0,18406.0,8372.0,0.0,1,0,2,939017,Creciente,1
9,45829.731446759259,1185660,6,53,Empleado,5000000,2000000,162062,95.227787000000006,841.0,12,8,0.0,48780.0,23100.0,0.0,5,0,4,954263,Creciente,1
4,45636.696099537039,2811361.1999999997,12,47,Empleado,5000000,3000000,220583,95.227787000000006,725.0,12,6,0.0,74312.0,74312.0,0.0,7,0,1,4265380,Creciente,1
4,45768.656273148146,1299600,12,41,Empleado,3200000,1500000,102102,95.227787000000006,823.0,9,4,0.0,37033.0,37033.0,0.0,3,0,1,,,1
4,45787.641886574071,3712800,8,43,Independiente,6000000,2000000,423272,95.227787000000006,754.0,5,4,0.0,8070.0,8070.0,0.0,1,0,0,935968,Creciente,1
4,45786.639386574076,1608000,6,47,Independiente,2000000,1000000,239643,95.227787000000006,736.0,9,9,0.0,12764.0,12764.0,0.0,3,1,4,66667,Estable,1
4,45644.70685185185,1451880,12,39,Empleado,2000000,700000,113924,95.227787000000006,734.0,6,2,0.0,26979.0,26979.0,0.0,1,0,2,1431524,5697,1
4,45870.626956018517,648000,6,39,Independiente,2153758,754000,97872,95.227787000000006,801.0,4,6,0.0,25620.0,25620.0,0.0,3,0,0,2548091,Creciente,1
9,45802.476840277777,1185660,8,38,Independiente,5000000,2000000,123821,95.227787000000006,759.0,14,9,0.0,257952.0,229545.0,0.0,10,0,3,941789,Creciente,1
9,45785.636331018519,1185660,8,37,Independiente,5000000,2000000,123714,95.227787000000006,680.0,11,11,0.0,150899.0,150899.0,0.0,7,0,2,2839868,Creciente,1
4,45817.64984953704,1713600,6,39,Independiente,5000000,1500000,255365,95.227787000000006,748.0,13,10,0.0,57167.0,7568.0,0.0,7,0,2,845675,Creciente,1
4,45803.660462962966,2160000,6,41,Independiente,4000000,2200000,321889,95.227787000000006,790.0,4,7,0.0,11257.0,11257.0,0.0,3,0,0,,,1
4,45695.501342592594,5317200,8,39,Empleado,15000000,4000000,603051,95.227787000000006,752.0,12,6,0.0,127463.0,127463.0,0.0,7,0,0,908526,Creciente,1
4,45991.624699074076,2139600,24,40,Independiente,2076000,728000,103700,95.227787000000006,774.0,8,3,0.0,9318.0,9318.0,0.0,5,0,1,,,1
9,45694.423020833332,4384165.2,3,42,Independiente,6000000,3000000,1162786,95.227787000000006,846.0,5,2,0.0,101312.0,101312.0,0.0,4,1,0,,,1
9,45848.505254629628,1604400,2,42,Independiente,5000000,2000000,633160,95.227787000000006,806.0,10,6,0.0,67416.0,67416.0,0.0,7,0,2,,,1
4,45860.698194444441,3230520,6,58,Empleado,3140000,1852000,478945,95.227787000000006,807.0,7,4,0.0,71143.0,71143.0,0.0,3,0,2,,,1
9,45701.769305555557,1482234,10,58,Independiente,3000000,1000000,125848,95.227787000000006,822.0,3,2,0.0,25575.0,25575.0,0.0,0,0,2,,,1
4,45821.763449074075,1860000,6,51,Empleado,3000000,1000000,279600,95.227787000000006,785.0,12,11,0.0,23020.0,23020.0,0.0,6,0,4,615779,Creciente,1
4,45894.699155092596,930600,6,47,Independiente,2640000,464000,139370,95.227787000000006,813.0,6,2,0.0,20281.0,20281.0,0.0,3,0,2,600000,Decreciente,1
9,45851.508020833331,594111.6,9,46,Empleado,2000000,800000,55698,95.227787000000006,824.0,5,3,0.0,5937.0,5937.0,0.0,3,0,0,1261842,Creciente,1
4,45905.447291666664,7929600,6,55,Independiente,12630000,7418000,1197667,95.227787000000006,842.0,13,4,0.0,191229.0,191229.0,0.0,8,0,4,1000000,Creciente,1
4,45923.781284722223,3303361.1999999997,6,54,Empleado,4080000,694000,498932,95.227787000000006,808.0,9,6,0.0,15812.0,15812.0,0.0,6,0,1,1500000,Estable,1
9,45856.666689814818,3814953.5999999996,10,41,Empleado,3000000,1400000,325608,95.227787000000006,799.0,0,2,0.0,0.0,,,0,0,0,868286,Creciente,1
4,45808.617361111108,2732160,12,40,Independiente,4500000,2500000,219413,95.227787000000006,765.0,3,2,0.0,33077.0,33077.0,0.0,1,1,1,620826,Decreciente,1
4,45797.524131944447,2245200,24,54,Empleado,1200000,500000,98678,95.227787000000006,796.0,10,8,0.0,15172.0,15172.0,0.0,5,0,3,1237423,Creciente,1
4,45648.499930555554,3484800,12,50,Independiente,6000000,5000000,272530,95.227787000000006,771.0,6,2,0.0,3764.0,3764.0,0.0,3,0,1,908526,Estable,1
9,45772.642997685187,1696618.8,11,51,Empleado,1600000,1000000,132378,95.227787000000006,853.0,6,2,0.0,3663.0,3663.0,0.0,3,0,0,1296792,Creciente,1
4,45672.636423611111,1388280,12,47,Empleado,1300000,600000,96408,95.227787000000006,780.0,3,3,0.0,0.0,0.0,0.0,0,0,0,1259348,Decreciente,1
9,45724.384548611109,1143631.2,10,52,Independiente,3000000,1800000,97099,95.227787000000006,818.0,3,3,0.0,2741.0,2741.0,0.0,2,0,1,817674,Creciente,1
10,45697.760011574072,7200000,12,54,Empleado,1800000,500000,565663,95.227787000000006,764.0,8,6,0.0,34140.0,26596.0,0.0,4,2,1,1280390,Decreciente,1
4,45881.587881944448,2040000,6,51,Empleado,1000000,3151000,307088,95.227787000000006,755.0,8,9,0.0,58927.0,58927.0,0.0,5,0,1,966736,Creciente,1
4,45691.634606481479,4276800,18,51,Independiente,5000000,2500000,236289,95.227787000000006,805.0,9,6,0.0,122931.0,122931.0,0.0,7,0,0,913677,Creciente,1
4,45766.385983796295,1440000,6,49,Independiente,8000000,3000000,214074,95.227787000000006,826.0,4,4,0.0,42765.0,42765.0,0.0,2,0,1,1427272,Estable,1
4,45667.618310185186,3720000,12,49,Independiente,6000000,1800000,290979,95.227787000000006,795.0,1,2,0.0,0.0,0.0,0.0,0,0,0,908526,Estable,1
4,45664.550486111111,1275480,12,48,Empleado,3800000,1800000,88575,95.227787000000006,887.0,2,6,0.0,77656.0,77656.0,0.0,1,0,0,848804,Creciente,1
4,45641.394884259258,2016000,6,45,Independiente,9000000,4000000,299215,95.227787000000006,856.0,4,1,0.0,0.0,0.0,0.0,1,0,1,908526,Decreciente,1
4,46058.353275462963,2856000,6,42,Independiente,1671000,270000,440063,95.227787000000006,746.0,3,3,0.0,22286.0,22286.0,0.0,2,0,1,1160000,Creciente,1
4,45754.648159722223,2222160,6,49,Independiente,2500000,700000,330351,95.227787000000006,796.0,1,4,0.0,11843.0,11843.0,0.0,1,0,0,,,1
4,45667.496111111112,8208000,12,51,Empleado,3500000,1500000,642030,95.227787000000006,807.0,5,3,0.0,40007.0,40007.0,0.0,4,1,0,1517852,Creciente,1
4,45677.534085648149,5313469.2,12,50,Independiente,4000000,1000000,368991,95.227787000000006,859.0,4,2,0.0,4661.0,4661.0,0.0,3,0,0,,,1
4,45669.662511574075,741780,10,50,Empleado,3600000,1500000,68493,95.227787000000006,827.0,8,7,0.0,244745.0,97881.0,0.0,8,0,0,,,1
4,45802.711469907408,1722000,6,50,Independiente,5000000,3000000,256617,95.227787000000006,848.0,7,2,0.0,1647.0,1647.0,0.0,1,0,1,1000000,Creciente,1
4,45694.748784722222,2719080,12,50,Independiente,10000000,4000000,213623,95.227787000000006,879.0,6,3,0.0,364839.0,364839.0,0.0,5,0,0,923771,Creciente,1
4,45746.471701388888,667800,6,52,Independiente,3800000,400000,99350,95.227787000000006,793.0,4,4,0.0,4062.0,4062.0,0.0,1,0,1,931394,Creciente,1
9,45773.660821759258,538680,5,49,Independiente,2400000,1600000,87441,95.227787000000006,845.0,8,5,0.0,50288.0,50288.0,0.0,4,0,1,30285,Creciente,1
9,45785.477361111109,2279972.4,10,46,Independiente,4500000,2500000,193884,95.227787000000006,869.0,13,5,0.0,44697.0,18960.0,0.0,11,0,0,933473,Creciente,1
4,45667.624212962961,1590000,18,48,Independiente,7000000,3000000,87605,95.227787000000006,786.0,14,3,0.0,132953.0,12279.0,0.0,8,1,3,908526,Estable,1
4,45678.625937500001,1308720,12,48,Independiente,3500000,1200000,102494,95.227787000000006,862.0,8,2,0.0,81154.0,81154.0,0.0,3,0,1,908526,Estable,1
4,45669.78087962963,2012280,12,48,Independiente,2800000,1500000,139742,95.227787000000006,757.0,2,6,0.0,7094.0,7094.0,0.0,2,0,0,,,1
4,45657.444675925923,3116400,36,48,Empleado,2500000,1100000,100434,95.227787000000006,814.0,3,5,0.0,61.0,61.0,0.0,1,0,0,2231859,Creciente,1
4,45833.44939814815,1511880,12,48,Empleado,9000000,5000000,119869,95.227787000000006,818.0,8,3,0.0,185012.0,185012.0,0.0,4,0,1,8640624,Creciente,1
4,45759.655914351853,7454011.2000000002,12,47,Independiente,14000000,9000000,590929,95.227787000000006,810.0,13,10,0.0,288242.0,288242.0,0.0,5,0,7,939017,Creciente,1
9,45762.433807870373,679122,12,48,Independiente,2500000,1500000,47161,10.073145999999999,796.0,2,3,0.0,1409.0,0.0,0.0,0,1,0,30285,Decreciente,0
4,45860.406412037039,3600000,6,43,Empleado,1800000,2040000,542453,95.227787000000006,836.0,8,3,0.0,21849.0,21849.0,0.0,6,0,1,1720000,Creciente,1
4,45832.713576388887,2880000,6,47,Empleado,12000000,4000000,428317,95.227787000000006,790.0,7,8,0.0,32551.0,32551.0,0.0,6,0,0,950105,Creciente,1
4,45737.50104166667,3480000,8,47,Empleado,8000000,2000000,395393,95.227787000000006,753.0,5,10,0.0,7032.0,7032.0,0.0,2,1,1,723190,Creciente,1
4,45881.463842592595,864000,6,46,Empleado,1630000,2000000,130048,85.897119000000004,794.0,2,1,0.0,390.0,390.0,0.0,0,0,2,,,1
4,45731.387731481482,4065600,6,46,Independiente,5000000,2000000,604264,11.619109999999999,744.0,10,12,0.0,25563.0,25563.0,0.0,3,0,1,837454,Creciente,0
4,45696.773344907408,1747440,6,46,Empleado,4000000,1500000,259355,95.227787000000006,827.0,5,1,0.0,22.0,22.0,0.0,4,0,1,,,1
4,45652.792581018519,3600000,36,42,Independiente,5000000,2000000,116400,95.227787000000006,703.0,13,9,0.0,57348.0,57348.0,0.0,8,0,1,908526,Estable,1
9,45781.679351851853,1498992,7,39,Independiente,5000000,2000000,177092,95.227787000000006,818.0,8,10,0.0,79431.0,79431.0,0.0,5,0,2,1802324,Creciente,1
4,45676.654131944444,2158680,12,37,Empleado,2300000,600000,149908,95.227787000000006,818.0,4,4,0.0,16652.0,16652.0,0.0,2,0,1,2394000,Decreciente,1
4,45670.714768518519,3336000,10,46,Independiente,5500000,3000000,307498,95.227787000000006,777.0,5,8,0.0,5472.0,5472.0,0.0,3,0,1,908526,Estable,1
4,45654.573391203703,720000,12,46,Independiente,1900000,700000,56496,95.227787000000006,768.0,2,8,0.0,36407.0,36407.0,0.0,1,0,1,,,1
4,45626.551180555558,1121760,6,45,Independiente,4500000,300000,166323,84.730785999999995,789,5,0,0,645,645,,0,0,3,,,1
4,45637.628425925926,3283980,6,45,Empleado,13000000,7000000,486421,95.227787000000006,884.0,8,4,0.0,96523.0,96523.0,0.0,7,0,1,10641367,Decreciente,1
4,45861.667083333334,2087880,6,45,Empleado,1000000,709000,312689,95.227787000000006,758.0,4,4,0.0,1575.0,1575.0,0.0,3,0,1,885714,Creciente,1
4,45685.379178240742,1173600,6,46,Empleado,5000000,2500000,174192,95.227787000000006,851.0,4,2,0.0,32206.0,32206.0,0.0,4,0,0,8152672,Creciente,1
4,45721.711608796293,3685458,10,45,Independiente,6500000,0,341371,95.227787000000006,794.0,7,6,0.0,5981.0,5981.0,0.0,2,0,2,925157,Creciente,1
4,45896.483749999999,4949282.3999999994,12,45,Empleado,2740000,1061000,394744,95.227787000000006,817.0,5,3,0.0,25292.0,18167.0,0.0,1,0,1,1470484,Creciente,1
9,45702.421365740738,987314.39999999991,10,44,Empleado,3000000,800000,83827,95.227787000000006,722.0,3,16,0.0,1600.0,1600.0,0.0,2,0,0,3000000,Creciente,1
4,45664.761990740742,2135880,12,44,Independiente,2500000,1000000,148325,95.227787000000006,832.0,5,7,0.0,63514.0,48655.0,0.0,3,0,0,916148,Creciente,1
4,45641.51761574074,5556600,18,44,Independiente,5500000,3000000,306155,95.227787000000006,733.0,7,3,0.0,39591.0,39591.0,0.0,3,0,2,908526,Estable,1
4,45874.741967592592,2491200,36,44,Empleado,2700000,595000,87445,95.227787000000006,761.0,4,11,0.0,21179.0,21179.0,0.0,2,0,1,499689,Creciente,1
4,45822.336180555554,1991880,6,44,Independiente,5000000,1500000,297336,95.227787000000006,844.0,6,3,0.0,101415.0,101415.0,0.0,3,0,0,950363,Creciente,1
4,45757.348425925928,2175480,24,43,Empleado,1856000,350000,95633,95.227787000000006,820.0,11,5,0.0,5735.0,5735.0,0.0,5,0,4,1781900,Creciente,1
4,45653.768564814818,2423640,12,38,Empleado,6000000,3000000,168308,95.227787000000006,844.0,13,7,0.0,52957.0,52957.0,0.0,11,0,1,3904423,Creciente,1
4,45680.697476851848,5373480,12,37,Empleado,3200000,2000000,373158,92.428586999999993,815.0,15,6,0.0,117229.0,117229.0,0.0,13,0,0,916148,Creciente,1
4,45659.791030092594,3296281.1999999997,12,37,Independiente,7000000,3000000,228908,95.227787000000006,834.0,7,2,0.0,100140.0,100140.0,0.0,4,0,0,908526,Creciente,1
4,45923.71597222222,8668200,36,37,Empleado,20460000,2697000,297311,95.227787000000006,868.0,10,5,0.0,217949.0,217949.0,0.0,6,1,0,6000000,Estable,1
4,45938.70585648148,2110560,12,37,Independiente,3610000,1198000,171994,95.227787000000006,849.0,3,0,0.0,1896.0,1896.0,0.0,2,0,0,,,1
4,45710.553032407406,2400000,12,42,Independiente,2500000,1500000,188539,95.227787000000006,730.0,8,7,0.0,16696.0,16696.0,0.0,3,0,0,,,1
4,45649.697395833333,3648000,6,47,Independiente,10000000,3000000,540466,90.562453000000005,736.0,8,6,0.0,123141.0,123141.0,0.0,4,0,2,908526,Estable,1
4,45626.679016203707,3472695.6,36,47,Empleado,1800000,150000,112406,95.227787000000006,780.0,0,1,0.0,0.0,,,0,0,0,1471199,10808,1
4,45793.475532407407,5245360.8,6,61,Independiente,10000000,0,779834,95.227787000000006,720.0,4,9,0.0,42605.0,42605.0,0.0,2,0,1,1174010,Creciente,1
4,45776.548020833332,5976000,6,52,Independiente,22000000,10000000,890615,95.227787000000006,887.0,9,9,0.0,409533.0,409533.0,0.0,7,0,1,941789,Creciente,1
4,45759.440995370373,2184720,12,50,Independiente,3200000,1050000,171925,95.227787000000006,788.0,4,1,0.0,12628.0,3138.0,0.0,2,0,1,,,1
4,45789.716979166667,3913174.8,6,50,Independiente,6500000,2000000,581742,95.227787000000006,819.0,16,1,0.0,159426.0,159426.0,0.0,9,0,5,1475434,Estable,1
4,45680.454861111109,1863000,10,39,Empleado,2400000,800000,171931,95.227787000000006,820.0,3,4,0.0,45.0,45.0,0.0,1,0,0,,,1
4,45871.682905092595,3445440,6,42,Empleado,3640000,106000,510808,58.597591000000001,780.0,2,1,0.0,0.0,0.0,0.0,1,0,0,,,0
4,45642.574282407404,813480,6,39,Empleado,2450000,450000,120741,95.227787000000006,706.0,11,6,0.0,16742.0,16742.0,0.0,3,0,2,2522874,Creciente,1
9,45647.515046296299,1185660,2,44,Independiente,5000000,2000000,467360,95.227787000000006,751,6,0,0,16194,16194,,1,0,4,,,1
9,45632.693171296298,750708,5,38,Independiente,4000000,2000000,121575,95.227787000000006,673,4,1,0,32045,24472,0,2,0,1,,,1
9,45732.692094907405,1269000,8,43,Independiente,5000000,2000000,132239,95.227787000000006,815.0,10,6,0.0,114940.0,114940.0,0.0,7,0,1,,,1
4,45671.435208333336,3336000,12,52,Independiente,12000000,4000000,261765,95.227787000000006,772.0,14,17,0.0,138989.0,138540.0,0.0,11,0,2,1795346,Creciente,1
